Account,Date,TimeOpened,TimeClosed,TradeType,StopType,StopMultiple,PriceOpen,PriceClose,PriceStopTarget,TotalPremium,Qty,Commission,ProfitLoss,Status,ShortPut,LongPut,ShortCall,LongCall,BuyingPower,StopMultipleResult,Slippage,StopTrigger,PutDelta,CallDelta,Template,Strategy,PriceLong,PriceShort,OpenDate,OpenTime,CloseDate,CloseTime,TradeID,ParentTradeID,ContractCount
IB:U14981614,2/13/2026,1:34 PM,1:52 PM,PutSpread,Short,1,1.65,-3.25,3.3,165,1,6.5850,-166.585,Stopped,6840,6740,,,9835,-0.96969696969697,0.20,Double Bid,-0.130129694349315,,EMA-V Puts,EMA-VWAP,0.22,1.87,2026-02-13,13:34:01,2026-02-13,13:52:50,15533,0,2
IB:U14981614,2/13/2026,1:43 PM,2:58 PM,PutSpread,Short,1,1.4,-2.85,2.8,140,1,6.6850,-151.685,Stopped,6825,6725,,,9860,-1.03571428571429,0.10,Double Bid,-0.0789880300996661,,EMA-V Puts,EMA-VWAP,0.25,1.65,2026-02-13,13:43:01,2026-02-13,14:58:34,15536,0,2
IB:U14981614,2/13/2026,2:55 PM,4:01 PM,CallSpread,Short,1,1.8,0,3.6,180,1,3.1925,176.8075,Expired,,,6870,6915,4320,1,0,Double Bid,,0.175965275524519,EMA-V Calls,EMA-VWAP,0.05,1.85,2026-02-13,14:55:02,2026-02-13,16:01:31,15545,0,2
IB:U14981614,2/13/2026,3:04 PM,4:01 PM,CallSpread,Short,1,2.15,0,4.3,215,1,3.1925,211.8075,Expired,,,6865,6910,4285,1,0,Double Bid,,0.201511331505343,EMA-V Calls,EMA-VWAP,0.05,2.2,2026-02-13,15:04:01,2026-02-13,16:01:35,15546,0,2
IB:U14981614,2/13/2026,3:13 PM,4:02 PM,CallSpread,Short,1,1.3,0,2.6,130,1,3.1925,126.8075,Expired,,,6865,6910,4370,1,0,Double Bid,,0.201458289553401,EMA-V Calls,EMA-VWAP,0.05,1.35,2026-02-13,15:13:35,2026-02-13,16:02:05,15555,0,2
IB:U14981614,2/13/2026,3:22 PM,4:02 PM,CallSpread,Short,1,1.4,0,2.8,140,1,3.1925,136.8075,Expired,,,6860,6895,3360,1,0,Double Bid,,0.149597701151559,EMA-V Calls,EMA-VWAP,0.03,1.43,2026-02-13,15:22:01,2026-02-13,16:02:13,15557,0,2
IB:U14981614,2/13/2026,3:31 PM,4:02 PM,CallSpread,Short,1,1.25,0,2.5,125,1,3.1925,121.8075,Expired,,,6845,6880,3375,1,0,Double Bid,,0.152531496615147,EMA-V Calls,EMA-VWAP,0.03,1.28,2026-02-13,15:31:01,2026-02-13,16:02:24,15560,0,2
IB:U14981614,2/13/2026,3:40 PM,3:59 PM,CallSpread,Short,1,2,-1.45,4,200,1,5.13375,49.86625,Stopped,,,6835,6880,4300,0.275,0,Double Bid,,0.215953608702699,EMA-V Calls,EMA-VWAP,0.03,2.03,2026-02-13,15:40:08,2026-02-13,15:59:02,15562,0,2
IB:U14981614,2/13/2026,3:49 PM,3:59 PM,CallSpread,Short,1,2,-1.45,4,200,1,4.93375,50.06625,Stopped,,,6835,6880,4300,0.275,0,Double Bid,,0.208714167018085,EMA-V Calls,EMA-VWAP,0.05,2.05,2026-02-13,15:49:01,2026-02-13,15:59:04,15567,0,2
IB:U14981614,2/17/2026,9:58 AM,11:12 AM,CallSpread,Short,1,1.6,-3.6,3.2,160,1,4.83375,-204.83375,Stopped,,,6875,6975,9840,-1.25,0.4,Double Bid,,0.0725795351101255,EMA-V Calls,EMA-VWAP,0.07,1.67,2026-02-17,09:58:01,2026-02-17,11:12:32,15568,0,2
IB:U14981614,2/17/2026,10:07 AM,11:11 AM,CallSpread,Short,1,1.75,-3.7,3.5,175,1,4.83375,-199.83375,Stopped,,,6870,6970,9825,-1.11428571428571,0.2,Double Bid,,0.0765725310888608,EMA-V Calls,EMA-VWAP,0.07,1.82,2026-02-17,10:07:33,2026-02-17,11:11:28,15573,0,2
IB:U14981614,2/17/2026,10:16 AM,11:11 AM,CallSpread,Short,1,2.3,-4.8,4.6,230,1,4.83375,-254.83375,Stopped,,,6865,6965,9770,-1.08695652173913,0.2,Double Bid,,0.0767422025559174,EMA-V Calls,EMA-VWAP,0.07,2.37,2026-02-17,10:16:01,2026-02-17,11:11:35,15574,0,2
IB:U14981614,2/17/2026,10:25 AM,11:11 AM,CallSpread,Short,1,1.75,-3.7,3.5,175,1,3.28250,-198.2825,Stopped,,,6870,6970,9825,-1.11428571428571,0.2,Double Bid,,0.0730061062467145,EMA-V Calls,EMA-VWAP,0,1.75,2026-02-17,10:25:02,2026-02-17,11:11:27,15575,0,2
IB:U14981614,2/17/2026,10:34 AM,11:01 AM,CallSpread,Short,1,1.65,-3.5,3.3,165,1,4.83375,-189.83375,Stopped,,,6855,6955,9835,-1.12121212121212,0.2,Double Bid,,0.0878236795998421,EMA-V Calls,EMA-VWAP,0.1,1.75,2026-02-17,10:34:05,2026-02-17,11:01:54,15576,0,2
IB:U14981614,2/17/2026,10:43 AM,11:01 AM,CallSpread,Short,1,1.75,-3.55,3.5,175,1,6.3850,-186.385,Stopped,,,6850,6950,9825,-1.02857142857143,0.10,Double Bid,,0.079981436643273,EMA-V Calls,EMA-VWAP,0.07,1.82,2026-02-17,10:43:01,2026-02-17,11:01:40,15579,0,2
IB:U14981614,2/17/2026,11:10 AM,4:00 PM,PutSpread,Short,1,1.4,0,2.8,140,1,3.3925,136.6075,Expired,6745,6645,,,9860,1,0,Double Bid,-0.074103963555863,,EMA-V Puts,EMA-VWAP,0.15,1.55,2026-02-17,11:10:02,2026-02-17,16:00:15,15582,0,2
IB:U14981614,2/17/2026,11:19 AM,4:00 PM,PutSpread,Short,1,1.55,0,3.1,155,1,3.3925,151.6075,Expired,6760,6660,,,9845,1,0,Double Bid,-0.0763860148580195,,EMA-V Puts,EMA-VWAP,0.17,1.72,2026-02-17,11:19:01,2026-02-17,16:00:19,15583,0,2
IB:U14981614,2/17/2026,11:28 AM,4:00 PM,PutSpread,Short,1,1.5,0,3,150,1,3.3925,146.6075,Expired,6760,6660,,,9850,1,0,Double Bid,-0.0589849958053583,,EMA-V Puts,EMA-VWAP,0.17,1.67,2026-02-17,11:28:01,2026-02-17,16:00:23,15584,0,2
IB:U14981614,2/17/2026,11:37 AM,12:45 PM,PutSpread,Short,1,1.6,-3.2,3.2,160,1,6.4850,-166.485,Stopped,6770,6670,,,9840,-1,0.2,Double Bid,-0.0888919236109056,,EMA-V Puts,EMA-VWAP,0.15,1.75,2026-02-17,11:37:01,2026-02-17,12:45:13,15589,0,2
IB:U14981614,2/17/2026,11:46 AM,4:00 PM,PutSpread,Short,1,1.6,0,3.2,160,1,3.3925,156.6075,Expired,6765,6665,,,9840,1,0,Double Bid,-0.0748392972394693,,EMA-V Puts,EMA-VWAP,0.15,1.75,2026-02-17,11:46:02,2026-02-17,16:00:35,15590,0,2
IB:U14981614,2/17/2026,11:55 AM,12:22 PM,PutSpread,Short,1,1.4,-2.75,2.8,140,1,6.4850,-141.485,Stopped,6775,6675,,,9860,-0.964285714285714,0.15,Double Bid,-0.0812360488712422,,EMA-V Puts,EMA-VWAP,0.17,1.57,2026-02-17,11:55:01,2026-02-17,12:22:58,15591,0,2
IB:U14981614,2/17/2026,12:04 PM,12:45 PM,PutSpread,Short,1,1.6,-3.1,3.2,160,1,6.4850,-156.485,Stopped,6775,6675,,,9840,-0.9375,0.1,Double Bid,-0.0931953222648537,,EMA-V Puts,EMA-VWAP,0.17,1.77,2026-02-17,12:04:01,2026-02-17,12:45:02,15592,0,2
IB:U14981614,2/17/2026,12:13 PM,4:00 PM,PutSpread,Short,1,1.35,0,2.7,135,1,3.1925,131.8075,Expired,6760,6660,,,9865,1,0,Double Bid,-0.0629075978599682,,EMA-V Puts,EMA-VWAP,0.15,1.5,2026-02-17,12:13:01,2026-02-17,16:00:40,15593,0,2
IB:U14981614,2/17/2026,12:40 PM,12:44 PM,PutSpread,Short,1,1.45,-2.85,2.9,145,1,6.5850,-146.585,Stopped,6775,6675,,,9855,-0.96551724137931,0.10,Double Bid,-0.0722222110776253,,EMA-V Puts,EMA-VWAP,0.17,1.62,2026-02-17,12:40:02,2026-02-17,12:44:51,15594,0,2
IB:U14981614,2/17/2026,1:25 PM,4:00 PM,PutSpread,Short,1,1.45,0,2.9,145,1,3.3925,141.6075,Expired,6790,6690,,,9855,1,0,Double Bid,-0.109055985665116,,EMA-V Puts,EMA-VWAP,0.07,1.52,2026-02-17,13:25:03,2026-02-17,16:00:48,15596,0,2
IB:U14981614,2/17/2026,1:34 PM,4:00 PM,PutSpread,Short,1,1.65,0,3.3,165,1,3.1925,161.8075,Expired,6805,6705,,,9835,1,0,Double Bid,-0.122304590761799,,EMA-V Puts,EMA-VWAP,0.07,1.72,2026-02-17,13:34:05,2026-02-17,16:00:56,15598,0,2
IB:U14981614,2/17/2026,1:43 PM,4:01 PM,PutSpread,Short,1,1.55,0,3.1,155,1,3.1925,151.8075,Expired,6815,6715,,,9845,1,0,Double Bid,-0.107066132544395,,EMA-V Puts,EMA-VWAP,0.07,1.62,2026-02-17,13:43:01,2026-02-17,16:01:09,15601,0,2
IB:U14981614,2/17/2026,1:52 PM,4:01 PM,PutSpread,Short,1,1.45,0,2.9,145,1,3.1925,141.8075,Expired,6820,6720,,,9855,1,0,Double Bid,-0.112493286474416,,EMA-V Puts,EMA-VWAP,0.1,1.55,2026-02-17,13:52:01,2026-02-17,16:01:13,15602,0,2
IB:U14981614,2/17/2026,2:01 PM,4:01 PM,PutSpread,Short,1,1.3,0,2.6,130,1,3.1925,126.8075,Expired,6820,6720,,,9870,1,0,Double Bid,-0.0881854080478709,,EMA-V Puts,EMA-VWAP,0.1,1.4,2026-02-17,14:01:02,2026-02-17,16:01:25,15605,0,2
IB:U14981614,2/17/2026,2:10 PM,4:01 PM,PutSpread,Short,1,1.5,0,3,150,1,3.1925,146.8075,Expired,6825,6725,,,9850,1,0,Double Bid,-0.108989112819774,,EMA-V Puts,EMA-VWAP,0.1,1.6,2026-02-17,14:10:04,2026-02-17,16:01:43,15610,0,2
IB:U14981614,2/17/2026,2:19 PM,4:01 PM,PutSpread,Short,1,1.5,0,3,150,1,3.1925,146.8075,Expired,6830,6730,,,9850,1,0,Double Bid,-0.123125430946033,,EMA-V Puts,EMA-VWAP,0.07,1.57,2026-02-17,14:19:01,2026-02-17,16:01:54,15613,0,2
IB:U14981614,2/17/2026,2:28 PM,3:31 PM,PutSpread,Short,1,1.4,-2.9,2.8,140,1,5.13375,-155.13375,Stopped,6835,6735,,,9860,-1.07142857142857,0.1,Double Bid,-0.128676416353291,,EMA-V Puts,EMA-VWAP,0.07,1.47,2026-02-17,14:28:01,2026-02-17,15:31:47,15614,0,2
IB:U14981614,2/17/2026,2:55 PM,3:31 PM,PutSpread,Short,1,1.25,-2.55,2.5,125,1,4.83375,-134.83375,Stopped,6835,6735,,,9875,-1.04,0.05,Double Bid,-0.12613078737932,,EMA-V Puts,EMA-VWAP,0.1,1.35,2026-02-17,14:55:24,2026-02-17,15:31:42,15621,0,2
IB:U14981614,2/18/2026,9:58 AM,4:00 PM,PutSpread,Short,1,1.35,0,2.7,135,1,3.1925,131.8075,Expired,6780,6680,,,9865,1,0,Double Bid,-0.0667049181831763,,EMA-V Puts,EMA-VWAP,0.2,1.55,2026-02-18,09:58:01,2026-02-18,16:00:26,15631,0,2
IB:U14981614,2/18/2026,10:07 AM,4:00 PM,PutSpread,Short,1,1.5,0,3,150,1,3.1925,146.8075,Expired,6805,6705,,,9850,1,0,Double Bid,-0.069539274630775,,EMA-V Puts,EMA-VWAP,0.27,1.77,2026-02-18,10:07:01,2026-02-18,16:00:44,15634,0,2
IB:U14981614,2/18/2026,10:16 AM,4:01 PM,PutSpread,Short,1,1.5,0,3,150,1,3.1925,146.8075,Expired,6815,6715,,,9850,1,0,Double Bid,-0.0775892891200796,,EMA-V Puts,EMA-VWAP,0.35,1.85,2026-02-18,10:16:03,2026-02-18,16:01:04,15637,0,2
IB:U14981614,2/18/2026,10:25 AM,4:01 PM,PutSpread,Short,1,1.55,0,3.1,155,1,3.1925,151.8075,Expired,6815,6715,,,9845,1,0,Double Bid,-0.0688632587205497,,EMA-V Puts,EMA-VWAP,0.37,1.92,2026-02-18,10:25:02,2026-02-18,16:01:10,15638,0,2
IB:U14981614,2/18/2026,10:34 AM,4:01 PM,PutSpread,Short,1,1.45,0,2.9,145,1,3.1925,141.8075,Expired,6815,6715,,,9855,1,0,Double Bid,-0.0729372425264698,,EMA-V Puts,EMA-VWAP,0.32,1.77,2026-02-18,10:34:04,2026-02-18,16:01:16,15639,0,2
IB:U14981614,2/18/2026,10:43 AM,4:01 PM,PutSpread,Short,1,1.5,0,3,150,1,3.1925,146.8075,Expired,6835,6735,,,9850,1,0,Double Bid,-0.0781487510775881,,EMA-V Puts,EMA-VWAP,0.27,1.77,2026-02-18,10:43:01,2026-02-18,16:01:21,15640,0,2
IB:U14981614,2/18/2026,10:52 AM,4:01 PM,PutSpread,Short,1,1.5,0,3,150,1,3.1925,146.8075,Expired,6840,6740,,,9850,1,0,Double Bid,-0.0846383846731956,,EMA-V Puts,EMA-VWAP,0.27,1.77,2026-02-18,10:52:03,2026-02-18,16:01:26,15641,0,2
IB:U14981614,2/18/2026,11:01 AM,2:36 PM,PutSpread,Short,1,1.5,-3.05,3,150,1,6.3850,-161.385,Stopped,6850,6750,,,9850,-1.03333333333333,0.10,Double Bid,-0.0976189468219848,,EMA-V Puts,EMA-VWAP,0.3,1.8,2026-02-18,11:01:08,2026-02-18,14:36:27,15643,0,2
IB:U14981614,2/18/2026,11:10 AM,1:53 PM,PutSpread,Short,1,1.5,-2.9,3,150,1,6.3850,-146.385,Stopped,6855,6755,,,9850,-0.933333333333333,0.1,Double Bid,-0.0847579635292378,,EMA-V Puts,EMA-VWAP,0.27,1.77,2026-02-18,11:10:03,2026-02-18,13:53:04,15644,0,2
IB:U14981614,2/18/2026,11:19 AM,2:36 PM,PutSpread,Short,1,1.4,-3,2.8,140,1,6.4850,-166.485,Stopped,6850,6750,,,9860,-1.14285714285714,0.3,Double Bid,-0.0802164436361714,,EMA-V Puts,EMA-VWAP,0.27,1.67,2026-02-18,11:19:01,2026-02-18,14:36:22,15645,0,2
IB:U14981614,2/18/2026,11:28 AM,2:36 PM,PutSpread,Short,1,1.55,-3.15,3.1,155,1,6.3850,-166.385,Stopped,6850,6750,,,9845,-1.03225806451613,0.10,Double Bid,-0.0921364713252905,,EMA-V Puts,EMA-VWAP,0.27,1.82,2026-02-18,11:28:01,2026-02-18,14:36:32,15646,0,2
IB:U14981614,2/18/2026,11:37 AM,1:43 PM,PutSpread,Short,1,1.25,-2.4,2.5,125,1,6.3850,-121.385,Stopped,6855,6755,,,9875,-0.92,0.1,Double Bid,-0.0940410967594234,,EMA-V Puts,EMA-VWAP,0.27,1.52,2026-02-18,11:37:03,2026-02-18,13:43:32,15647,0,2
IB:U14981614,2/18/2026,11:46 AM,1:43 PM,PutSpread,Short,1,1.25,-2.4,2.5,125,1,6.3850,-121.385,Stopped,6855,6755,,,9875,-0.92,0.1,Double Bid,-0.0957353345121582,,EMA-V Puts,EMA-VWAP,0.3,1.55,2026-02-18,11:46:08,2026-02-18,13:43:30,15648,0,2
IB:U14981614,2/18/2026,12:13 PM,1:43 PM,PutSpread,Short,1,1.25,-2.4,2.5,125,1,6.5850,-121.585,Stopped,6855,6755,,,9875,-0.92,0.1,Double Bid,-0.0792562649717933,,EMA-V Puts,EMA-VWAP,0.25,1.5,2026-02-18,12:13:02,2026-02-18,13:43:34,15652,0,2
IB:U14981614,2/18/2026,12:22 PM,1:42 PM,PutSpread,Short,1,1.65,-3.3,3.3,165,1,6.3850,-171.385,Stopped,6870,6770,,,9835,-1,0.2,Double Bid,-0.123134230186654,,EMA-V Puts,EMA-VWAP,0.25,1.9,2026-02-18,12:22:03,2026-02-18,13:42:52,15653,0,2
IB:U14981614,2/18/2026,12:31 PM,1:43 PM,PutSpread,Short,1,1.5,-2.8,3,150,1,6.4850,-136.485,Stopped,6865,6765,,,9850,-0.866666666666667,0.0,Double Bid,-0.115044286095456,,EMA-V Puts,EMA-VWAP,0.27,1.77,2026-02-18,12:31:03,2026-02-18,13:43:13,15654,0,2
IB:U14981614,2/18/2026,12:58 PM,1:28 PM,PutSpread,Short,1,1.5,-2.9,3,150,1,6.3850,-146.385,Stopped,6875,6775,,,9850,-0.933333333333333,0.1,Double Bid,-0.126733107359372,,EMA-V Puts,EMA-VWAP,0.17,1.67,2026-02-18,12:58:07,2026-02-18,13:28:49,15657,0,2
IB:U14981614,2/18/2026,1:07 PM,1:27 PM,PutSpread,Short,1,1.2,-2.7,2.4,120,1,6.5850,-156.585,Stopped,6875,6775,,,9880,-1.25,0.5,Double Bid,-0.113696524074222,,EMA-V Puts,EMA-VWAP,0.17,1.37,2026-02-18,13:07:01,2026-02-18,13:27:22,15661,0,2
IB:U14981614,2/18/2026,1:16 PM,1:27 PM,PutSpread,Short,1,1.2,-2.7,2.4,120,1,6.3850,-156.385,Stopped,6875,6775,,,9880,-1.25,0.5,Double Bid,-0.116903871966251,,EMA-V Puts,EMA-VWAP,0.12,1.32,2026-02-18,13:16:03,2026-02-18,13:27:20,15662,0,2
IB:U14981614,2/18/2026,1:43 PM,4:01 PM,CallSpread,Short,1,1.85,0,3.7,185,1,3.1925,181.8075,Expired,,,6905,6955,4815,1,0,Double Bid,,0.239921388112936,EMA-V Calls,EMA-VWAP,0.05,1.9,2026-02-18,13:43:03,2026-02-18,16:01:41,15666,0,2
IB:U14981614,2/18/2026,1:52 PM,4:02 PM,CallSpread,Short,1,1.35,0,2.7,135,1,3.1925,131.8075,Expired,,,6905,6955,4865,1,0,Double Bid,,0.188845326774964,EMA-V Calls,EMA-VWAP,0.05,1.4,2026-02-18,13:52:01,2026-02-18,16:02:08,15671,0,2
IB:U14981614,2/18/2026,2:01 PM,4:02 PM,CallSpread,Short,1,1.6,0,3.2,160,1,3.3925,156.6075,Expired,,,6905,6950,4340,1,0,Double Bid,,0.158761455975586,EMA-V Calls,EMA-VWAP,0.05,1.65,2026-02-18,14:01:02,2026-02-18,16:02:32,15676,0,2
IB:U14981614,2/18/2026,2:10 PM,4:02 PM,CallSpread,Short,1,1.8,0,3.6,180,1,3.1925,176.8075,Expired,,,6900,6945,4320,1,0,Double Bid,,0.198926035484037,EMA-V Calls,EMA-VWAP,0.05,1.85,2026-02-18,14:10:02,2026-02-18,16:02:38,15677,0,2
IB:U14981614,2/18/2026,2:19 PM,4:02 PM,CallSpread,Short,1,1.85,0,3.7,185,1,3.1925,181.8075,Expired,,,6895,6935,3815,1,0,Double Bid,,0.219559811489698,EMA-V Calls,EMA-VWAP,0.05,1.9,2026-02-18,14:19:02,2026-02-18,16:02:58,15680,0,2
IB:U14981614,2/18/2026,2:28 PM,4:03 PM,CallSpread,Short,1,1.95,0,3.9,195,1,3.1925,191.8075,Expired,,,6895,6935,3805,1,0,Double Bid,,0.213601792830547,EMA-V Calls,EMA-VWAP,0.03,1.98,2026-02-18,14:28:02,2026-02-18,16:03:24,15686,0,2
IB:U14981614,2/18/2026,2:37 PM,4:03 PM,CallSpread,Short,1,1.45,0,2.9,145,1,3.1925,141.8075,Expired,,,6890,6925,3355,1,0,Double Bid,,0.223079959261335,EMA-V Calls,EMA-VWAP,0.03,1.48,2026-02-18,14:37:02,2026-02-18,16:03:41,15689,0,2
IB:U14981614,2/18/2026,2:46 PM,3:53 PM,CallSpread,Short,1,2.15,-4.4,4.3,215,1,4.83375,-229.83375,Stopped,,,6885,6925,3785,-1.04651162790698,0.1,Double Bid,,0.189721728778238,EMA-V Calls,EMA-VWAP,0.03,2.18,2026-02-18,14:46:02,2026-02-18,15:53:39,15694,0,2
IB:U14981614,2/18/2026,2:55 PM,3:47 PM,CallSpread,Short,1,1.85,-3.9,3.7,185,1,4.83375,-209.83375,Stopped,,,6880,6925,4315,-1.10810810810811,0.2,Double Bid,,0.206614260774047,EMA-V Calls,EMA-VWAP,0.03,1.88,2026-02-18,14:55:02,2026-02-18,15:47:09,15697,0,2
IB:U14981614,2/18/2026,3:04 PM,3:50 PM,CallSpread,Short,1,1.4,-2.85,2.8,140,1,3.38250,-148.3825,Stopped,,,6885,6925,3860,-1.03571428571429,0.05,Double Bid,,0.152641175104294,EMA-V Calls,EMA-VWAP,0,1.4,2026-02-18,15:04:03,2026-02-18,15:50:46,15701,0,2
IB:U14981614,2/18/2026,3:13 PM,3:35 PM,CallSpread,Short,1,1.45,-3,2.9,145,1,5.03375,-160.03375,Stopped,,,6875,6910,3355,-1.06896551724138,0.1,Double Bid,,0.20464135020935,EMA-V Calls,EMA-VWAP,0.03,1.48,2026-02-18,15:13:02,2026-02-18,15:35:35,15708,0,2
IB:U14981614,2/18/2026,3:22 PM,3:31 PM,CallSpread,Short,1,1.85,-3.9,3.7,185,1,4.83375,-209.83375,Stopped,,,6870,6910,3815,-1.10810810810811,0.2,Double Bid,,0.233762275665818,EMA-V Calls,EMA-VWAP,0.05,1.9,2026-02-18,15:22:02,2026-02-18,15:31:26,15710,0,2
IB:U14981614,2/18/2026,3:31 PM,3:42 PM,CallSpread,Short,1,1.75,-3.7,3.5,175,1,4.83375,-199.83375,Stopped,,,6875,6910,3325,-1.11428571428571,0.2,Double Bid,,0.128305715166416,EMA-V Calls,EMA-VWAP,0.05,1.8,2026-02-18,15:31:02,2026-02-18,15:42:58,15713,0,2
IB:U14981614,2/19/2026,10:43 AM,11:50 AM,PutSpread,Short,1,1.5,-2.95,3,150,1,6.5850,-151.585,Stopped,6795,6695,,,9850,-0.966666666666667,0.10,Double Bid,-0.0722725212803359,,EMA-V Puts,EMA-VWAP,0.25,1.75,2026-02-19,10:43:01,2026-02-19,11:50:24,15721,0,2
IB:U14981614,2/19/2026,11:19 AM,11:44 AM,PutSpread,Short,1,1.4,-2.75,2.8,140,1,6.4850,-141.485,Stopped,6805,6705,,,9860,-0.964285714285714,0.10,Double Bid,-0.0845012929515489,,EMA-V Puts,EMA-VWAP,0.17,1.57,2026-02-19,11:19:08,2026-02-19,11:44:58,15723,0,2
IB:U14981614,2/19/2026,11:46 AM,4:00 PM,CallSpread,Short,1,1.9,0,3.8,190,1,3.1925,186.8075,Expired,,,6890,6955,6310,1,0,Double Bid,,0.163887095028534,EMA-V Calls,EMA-VWAP,0.03,1.93,2026-02-19,11:46:02,2026-02-19,16:00:25,15724,0,2
IB:U14981614,2/19/2026,11:55 AM,4:00 PM,CallSpread,Short,1,2,0,4,200,1,3.1925,196.8075,Expired,,,6890,6955,6300,1,0,Double Bid,,0.126240544752994,EMA-V Calls,EMA-VWAP,0.05,2.05,2026-02-19,11:55:01,2026-02-19,16:00:38,15727,0,2
IB:U14981614,2/19/2026,12:04 PM,4:00 PM,CallSpread,Short,1,1.75,0,3.5,175,1,3.1925,171.8075,Expired,,,6885,6955,6825,1,0,Double Bid,,0.115788813326619,EMA-V Calls,EMA-VWAP,0.05,1.8,2026-02-19,12:04:00,2026-02-19,16:00:53,15730,0,2
IB:U14981614,2/19/2026,12:13 PM,4:01 PM,CallSpread,Short,1,1.85,0,3.7,185,1,3.1925,181.8075,Expired,,,6885,6955,6815,1,0,Double Bid,,0.126559816848187,EMA-V Calls,EMA-VWAP,0.05,1.9,2026-02-19,12:13:01,2026-02-19,16:01:06,15734,0,2
IB:U14981614,2/19/2026,12:49 PM,4:01 PM,CallSpread,Short,1,1.45,0,2.9,145,1,3.1925,141.8075,Expired,,,6880,6950,6855,1,0,Double Bid,,0.134067024982019,EMA-V Calls,EMA-VWAP,0.03,1.48,2026-02-19,12:49:01,2026-02-19,16:01:15,15736,0,2
IB:U14981614,2/19/2026,12:58 PM,4:01 PM,CallSpread,Short,1,1.7,0,3.4,170,1,3.1925,166.8075,Expired,,,6875,6950,7330,1,0,Double Bid,,0.139823953949546,EMA-V Calls,EMA-VWAP,0.03,1.73,2026-02-19,12:58:01,2026-02-19,16:01:19,15737,0,2
IB:U14981614,2/19/2026,1:07 PM,4:01 PM,CallSpread,Short,1,1.9,0,3.8,190,1,3.3925,186.6075,Expired,,,6870,6950,7810,1,0,Double Bid,,0.141107009984357,EMA-V Calls,EMA-VWAP,0.05,1.95,2026-02-19,13:07:01,2026-02-19,16:01:31,15740,0,2
IB:U14981614,2/19/2026,1:16 PM,4:01 PM,CallSpread,Short,1,1.55,0,3.1,155,1,3.3925,151.6075,Expired,,,6875,6950,7345,1,0,Double Bid,,0.131058822758353,EMA-V Calls,EMA-VWAP,0.05,1.6,2026-02-19,13:16:01,2026-02-19,16:01:34,15741,0,2
IB:U14981614,2/19/2026,1:25 PM,4:01 PM,CallSpread,Short,1,1.95,0,3.9,195,1,3.1925,191.8075,Expired,,,6870,6955,8305,1,0,Double Bid,,0.128893454941054,EMA-V Calls,EMA-VWAP,0.05,2,2026-02-19,13:25:23,2026-02-19,16:01:39,15746,0,2
IB:U14981614,2/19/2026,1:34 PM,1:59 PM,CallSpread,Short,1,1.95,-4.5,3.9,195,1,5.03375,-260.03375,Stopped,,,6865,6950,8305,-1.30769230769231,0.6,Double Bid,,0.197976229892969,EMA-V Calls,EMA-VWAP,0.05,2,2026-02-19,13:34:01,2026-02-19,13:59:18,15747,0,2
IB:U14981614,2/19/2026,1:43 PM,1:59 PM,CallSpread,Short,1,2.15,-4.4,4.3,215,1,5.03375,-230.03375,Stopped,,,6865,6940,7285,-1.04651162790698,0.1,Double Bid,,0.169908468667428,EMA-V Calls,EMA-VWAP,0.03,2.18,2026-02-19,13:43:01,2026-02-19,13:59:13,15753,0,2
IB:U14981614,2/19/2026,2:46 PM,3:59 PM,CallSpread,Short,1,1.6,-0.85,3.2,160,1,3.19250,71.8075,Stopped,,,6860,6950,8840,0.46875,0,Double Bid,,0.139768224174058,EMA-V Calls,EMA-VWAP,0,1.6,2026-02-19,14:46:01,2026-02-19,15:59:07,15764,0,2
IB:U14981614,2/19/2026,2:55 PM,3:03 PM,CallSpread,Short,1,2.05,-4.2,4.1,205,1,3.38250,-218.3825,Stopped,,,6855,6950,9295,-1.04878048780488,0.1,Double Bid,,0.22225858163343,EMA-V Calls,EMA-VWAP,0,2.05,2026-02-19,14:55:01,2026-02-19,15:03:36,15767,0,2
IB:U14981614,2/20/2026,10:25 AM,12:15 PM,PutSpread,Short,1,1.7,-2.95,3.4,340,2,9.170,-259.17,Stopped,6800,6700,,,19660,-0.735294117647059,0.10,Double Bid,-0.0756072753651028,,EMA-V Puts,EMA-VWAP,0.45,2.15,2026-02-20,10:25:02,2026-02-20,12:15:44,15770,0,4
IB:U14981614,2/20/2026,10:52 AM,12:11 PM,PutSpread,Short,1,1.55,-2.85,3.1,310,2,8.770,-268.77,Stopped,6820,6720,,,19690,-0.838709677419355,0.20,Double Bid,-0.0819690857891729,,EMA-V Puts,EMA-VWAP,0.37,1.92,2026-02-20,10:52:01,2026-02-20,12:11:08,15771,0,4
IB:U14981614,2/20/2026,11:01 AM,11:29 AM,PutSpread,Short,1,1.85,-3.55,3.7,370,2,8.970,-348.97,Stopped,6830,6730,,,19630,-0.918918918918919,0.20,Double Bid,-0.0859209587713492,,EMA-V Puts,EMA-VWAP,0.52,2.37,2026-02-20,11:01:02,2026-02-20,11:29:58,15772,0,4
IB:U14981614,2/20/2026,11:10 AM,11:17 AM,PutSpread,Short,1,1.75,-3.25,3.5,350,2,8.770,-308.77,Stopped,6835,6735,,,19650,-0.857142857142857,0.20,Double Bid,-0.0923043211164184,,EMA-V Puts,EMA-VWAP,0.37,2.12,2026-02-20,11:10:03,2026-02-20,11:17:41,15773,0,4
