Date Opened,Time Opened,Opening Price,Legs,Premium,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close,P/L,P/L %,No. of Contracts,Funds at Close,Margin Req.,Underlying,Strategy,Opening Commissions + Fees,Closing Commissions + Fees,Opening Short/Long Ratio,Closing Short/Long Ratio,Gap,Movement,Max Profit,Max Loss
2026-02-19,14:55:00,6841.78,1 Feb 19 6855 C STO 2.05 | 1 Feb 19 6955 C BTO 0.05,200,6851.01,2026-02-19,15:04:00,415,Stop Loss,-219.56,-109.78000000000002,1,1006199.6,9800,SPX,EMA-V:  calls,2.28,2.28,41.0,89.0,-19.97,-19.56,0.0,-145.0
2026-02-19,14:46:00,6843.2,1 Feb 19 6860 C STO 1.70 | 1 Feb 19 6960 C BTO 0.05,165,6861.89,2026-02-19,16:00:00,189,Expired,-26.28,-15.92727272727273,1,1006173.32,9835,SPX,EMA-V:  calls,2.28,0.0,34.0,28.0,-19.97,-18.14,84.85,-57.58
2026-02-19,13:43:00,6841.03,1 Feb 19 6865 C STO 2.05 | 1 Feb 19 6965 C BTO 0.05,200,6854.41,2026-02-19,14:00:00,415,Stop Loss,-219.56,-109.78000000000002,1,1006638.72,9800,SPX,EMA-V:  calls,2.28,2.28,41.0,85.0,-19.97,-20.31,0.0,-127.5
2026-02-19,13:34:00,6839.62,1 Feb 19 6865 C STO 2.05 | 1 Feb 19 6965 C BTO 0.05,200,6854.41,2026-02-19,14:00:00,415,Stop Loss,-219.56,-109.78000000000002,1,1006419.16,9800,SPX,EMA-V:  calls,2.28,2.28,41.0,85.0,-19.97,-21.72,5.0,-127.5
2026-02-19,13:25:00,6840.67,1 Feb 19 6870 C STO 1.65 | 1 Feb 19 6970 C BTO 0.05,160,6861.89,2026-02-19,16:00:00,0,Expired,157.72,98.575,1,1006331.04,9840,SPX,EMA-V:  calls,2.28,0.0,33.0,1.0,-19.97,-20.67,100.0,-87.5
2026-02-19,13:16:00,6847.81,1 Feb 19 6875 C STO 1.60 | 1 Feb 19 6975 C BTO 0.05,155,6861.89,2026-02-19,16:00:00,0,Expired,152.72,98.52903225806452,1,1006483.76,9845,SPX,EMA-V:  calls,2.28,0.0,32.0,1.0,-19.97,-13.53,100.0,-25.81
2026-02-19,13:07:00,6840.83,1 Feb 19 6870 C STO 2.05 | 1 Feb 19 6970 C BTO 0.05,200,6861.89,2026-02-19,16:00:00,0,Expired,197.72,98.86,1,1006681.48,9800,SPX,EMA-V:  calls,2.28,0.0,41.0,1.0,-19.97,-20.51,100.0,-50.0
2026-02-19,12:58:00,6841.66,1 Feb 19 6875 C STO 1.75 | 1 Feb 19 6975 C BTO 0.05,170,6861.89,2026-02-19,16:00:00,0,Expired,167.72,98.65882352941176,1,1006849.2,9830,SPX,EMA-V:  calls,2.28,0.0,35.0,1.0,-19.97,-19.68,100.0,-14.71
2026-02-19,12:49:00,6842.71,1 Feb 19 6880 C STO 1.55 | 1 Feb 19 6980 C BTO 0.05,150,6861.89,2026-02-19,16:00:00,0,Expired,147.72,98.48,1,1006996.92,9850,SPX,EMA-V:  calls,2.28,0.0,31.0,1.0,-19.97,-18.63,100.0,0.0
2026-02-19,12:13:00,6851.81,1 Feb 19 6885 C STO 2.05 | 1 Feb 19 6985 C BTO 0.05,200,6861.89,2026-02-19,16:00:00,0,Expired,197.72,98.86,1,1007194.64,9800,SPX,EMA-V:  calls,2.28,0.0,41.0,1.0,-19.97,-9.53,100.0,-50.0
2026-02-19,12:04:00,6847.96,1 Feb 19 6885 C STO 1.85 | 1 Feb 19 6985 C BTO 0.05,180,6861.89,2026-02-19,16:00:00,0,Expired,177.72,98.73333333333332,1,1007372.36,9820,SPX,EMA-V:  calls,2.28,0.0,37.0,1.0,-19.97,-13.38,100.0,-66.67
2026-02-19,11:55:00,6857.11,1 Feb 19 6890 C STO 2.10 | 1 Feb 19 6990 C BTO 0.05,205,6861.89,2026-02-19,16:00:00,0,Expired,202.72,98.88780487804878,1,1007772.8,9795,SPX,EMA-V:  calls,2.28,0.0,42.0,1.0,-19.97,-4.23,100.0,0.0
2026-02-19,11:46:00,6854.47,1 Feb 19 6890 C STO 2.05 | 1 Feb 19 6990 C BTO 0.05,200,6861.89,2026-02-19,16:00:00,0,Expired,197.72,98.86,1,1007570.08,9800,SPX,EMA-V:  calls,2.28,0.0,41.0,1.0,-19.97,-6.87,100.0,-2.5
2026-02-19,11:19:00,6873.9,1 Feb 19 6810 P STO 1.70 | 1 Feb 19 6710 P BTO 0.20,150,6858.63,2026-02-19,11:30:00,318,Stop Loss,-172.56,-115.04,1,1007030.84,9850,SPX,EMA-V: puts,2.28,2.28,8.5,15.75,-19.97,12.56,0.0,-100.0
2026-02-19,10:43:00,6873.95,1 Feb 19 6795 P STO 1.75 | 1 Feb 19 6695 P BTO 0.25,150,6848.3,2026-02-19,11:51:00,318,Stop Loss,-172.56,-115.04,1,1006858.28,9850,SPX,EMA-V: puts,2.28,2.28,7.0,17.667,-19.97,12.61,40.0,-103.33
2026-02-19,09:58:00,6873.76,1 Feb 19 6775 P STO 1.70 | 1 Feb 19 6675 P BTO 0.30,140,6861.89,2026-02-19,16:00:00,0,Expired,137.72,98.37142857142857,1,1007910.52,9860,SPX,EMA-V: puts,2.28,0.0,5.667,1.0,-19.97,12.42,100.0,-42.86
2026-02-18,15:31:00,6866.06,1 Feb 18 6875 C STO 1.85 | 1 Feb 18 6975 C BTO 0.05,180,6875.15,2026-02-18,15:43:00,375,Stop Loss,-199.56,-110.86666666666667,1,1005584.0,9820,SPX,EMA-V:  calls,2.28,2.28,37.0,76.0,12.26,10.58,27.78,-111.11
2026-02-18,15:22:00,6859.08,1 Feb 18 6870 C STO 1.90 | 1 Feb 18 6970 C BTO 0.05,185,6867.27,2026-02-18,15:32:00,385,Stop Loss,-204.56,-110.57297297297298,1,1005943.12,9815,SPX,EMA-V:  calls,2.28,2.28,38.0,73.0,12.26,3.6,10.81,-137.84
2026-02-18,15:13:00,6859.89,1 Feb 18 6875 C STO 1.45 | 1 Feb 18 6975 C BTO 0.05,140,6868.52,2026-02-18,15:36:00,295,Stop Loss,-159.56,-113.97142857142856,1,1005783.56,9860,SPX,EMA-V:  calls,2.28,2.28,29.0,36.0,12.26,4.41,46.43,-114.29
2026-02-18,15:04:00,6870.65,1 Feb 18 6885 C STO 1.40 | 1 Feb 18 6985 C BTO 0.05,135,6883.7,2026-02-18,15:51:00,285,Stop Loss,-154.56,-114.48888888888888,1,1005219.88,9865,SPX,EMA-V:  calls,2.28,2.28,28.0,50.0,12.26,15.17,88.89,-137.04
2026-02-18,14:55:00,6867.04,1 Feb 18 6880 C STO 1.95 | 1 Feb 18 6980 C BTO 0.05,190,6881.6,2026-02-18,15:48:00,395,Stop Loss,-209.56,-110.29473684210528,1,1005374.44,9810,SPX,EMA-V:  calls,2.28,2.28,39.0,86.0,12.26,11.56,81.58,-123.68
2026-02-18,14:46:00,6871.09,1 Feb 18 6885 C STO 2.10 | 1 Feb 18 6985 C BTO 0.05,205,6886.09,2026-02-18,15:54:00,425,Stop Loss,-224.56,-109.54146341463417,1,1004995.32,9795,SPX,EMA-V:  calls,2.28,2.28,42.0,64.0,12.26,15.61,92.68,-114.63
2026-02-18,14:37:00,6871.58,1 Feb 18 6890 C STO 1.50 | 1 Feb 18 6990 C BTO 0.05,145,6881.31,2026-02-18,16:00:00,0,Expired,142.72,98.42758620689656,1,1006189.36,9855,SPX,EMA-V:  calls,2.28,0.0,30.0,1.0,12.26,16.1,100.0,-20.69
2026-02-18,14:28:00,6882.33,1 Feb 18 6895 C STO 2.00 | 1 Feb 18 6995 C BTO 0.05,195,6881.31,2026-02-18,16:00:00,0,Expired,192.72,98.83076923076923,1,1005188.04,9805,SPX,EMA-V:  calls,2.28,0.0,40.0,1.0,12.26,26.85,100.0,0.0
2026-02-18,14:19:00,6881.75,1 Feb 18 6895 C STO 2.10 | 1 Feb 18 6995 C BTO 0.05,205,6881.31,2026-02-18,16:00:00,0,Expired,202.72,98.88780487804878,1,1005721.2,9795,SPX,EMA-V:  calls,2.28,0.0,42.0,1.0,12.26,26.27,100.0,-46.34
2026-02-18,14:10:00,6885.17,1 Feb 18 6900 C STO 1.75 | 1 Feb 18 7000 C BTO 0.05,170,6881.31,2026-02-18,16:00:00,0,Expired,167.72,98.65882352941176,1,1005888.92,9830,SPX,EMA-V:  calls,2.28,0.0,35.0,1.0,12.26,29.69,100.0,-11.76
2026-02-18,14:01:00,6888.74,1 Feb 18 6905 C STO 1.65 | 1 Feb 18 7005 C BTO 0.05,160,6881.31,2026-02-18,16:00:00,0,Expired,157.72,98.575,1,1006046.64,9840,SPX,EMA-V:  calls,2.28,0.0,33.0,1.0,12.26,33.26,100.0,-21.88
2026-02-18,13:52:00,6885.18,1 Feb 18 6905 C STO 1.50 | 1 Feb 18 7005 C BTO 0.05,145,6881.31,2026-02-18,16:00:00,0,Expired,142.72,98.42758620689656,1,1005330.76,9855,SPX,EMA-V:  calls,2.28,0.0,30.0,1.0,12.26,29.7,100.0,-34.48
2026-02-18,13:43:00,6887.62,1 Feb 18 6905 C STO 1.95 | 1 Feb 18 7005 C BTO 0.05,190,6881.31,2026-02-18,16:00:00,0,Expired,187.72,98.8,1,1005518.48,9810,SPX,EMA-V:  calls,2.28,0.0,39.0,1.0,12.26,32.14,100.0,-18.42
2026-02-18,13:16:00,6903.71,1 Feb 18 6880 P STO 1.75 | 1 Feb 18 6780 P BTO 0.20,155,6895.68,2026-02-18,13:28:00,328,Stop Loss,-177.56,-114.55483870967744,1,1008030.84,9845,SPX,EMA-V: puts,2.28,2.28,8.75,13.4,12.26,48.23,16.13,-132.26
2026-02-18,13:07:00,6905.21,1 Feb 18 6880 P STO 1.80 | 1 Feb 18 6780 P BTO 0.20,160,6895.68,2026-02-18,13:28:00,338,Stop Loss,-182.56,-114.1,1,1007848.28,9840,SPX,EMA-V: puts,2.28,2.28,9.0,13.4,12.26,49.73,18.75,-125.0
2026-02-18,12:58:00,6904.7,1 Feb 18 6875 P STO 1.65 | 1 Feb 18 6775 P BTO 0.20,145,6894.3,2026-02-18,13:29:00,308,Stop Loss,-167.56,-115.55862068965516,1,1007680.72,9855,SPX,EMA-V: puts,2.28,2.28,8.25,12.8,12.26,49.22,27.59,-120.69
2026-02-18,12:31:00,6900.64,1 Feb 18 6865 P STO 1.80 | 1 Feb 18 6765 P BTO 0.30,150,6886.61,2026-02-18,13:44:00,318,Stop Loss,-172.56,-115.04,1,1007325.6,9850,SPX,EMA-V: puts,2.28,2.28,6.0,12.8,12.26,45.16,56.67,-150.0
2026-02-18,12:22:00,6904.23,1 Feb 18 6870 P STO 1.85 | 1 Feb 18 6770 P BTO 0.25,160,6887.62,2026-02-18,13:43:00,338,Stop Loss,-182.56,-114.1,1,1007498.16,9840,SPX,EMA-V: puts,2.28,2.28,7.4,14.4,12.26,48.75,50.0,-125.0
2026-02-18,12:13:00,6899.49,1 Feb 18 6860 P STO 1.80 | 1 Feb 18 6760 P BTO 0.30,150,6881.56,2026-02-18,13:53:00,318,Stop Loss,-172.56,-115.04,1,1006802.92,9850,SPX,EMA-V: puts,2.28,2.28,6.0,14.2,12.26,44.01,66.67,-133.33
2026-02-18,11:46:00,6902.32,1 Feb 18 6860 P STO 1.90 | 1 Feb 18 6760 P BTO 0.35,155,6881.56,2026-02-18,13:53:00,328,Stop Loss,-177.56,-114.55483870967744,1,1007148.04,9845,SPX,EMA-V: puts,2.28,2.28,5.429,14.2,12.26,46.84,67.74,-125.81
2026-02-18,11:37:00,6903.06,1 Feb 18 6860 P STO 1.85 | 1 Feb 18 6760 P BTO 0.35,150,6881.56,2026-02-18,13:53:00,318,Stop Loss,-172.56,-115.04,1,1006975.48,9850,SPX,EMA-V: puts,2.28,2.28,5.286,14.2,12.26,47.58,66.67,-133.33
2026-02-18,11:28:00,6898.88,1 Feb 18 6845 P STO 1.65 | 1 Feb 18 6745 P BTO 0.30,135,6870.06,2026-02-18,14:40:00,288,Stop Loss,-157.56,-116.71111111111112,1,1006147.68,9865,SPX,EMA-V: puts,2.28,2.28,5.5,21.5,12.26,43.4,77.78,-118.52
2026-02-18,11:19:00,6901.49,1 Feb 18 6850 P STO 1.65 | 1 Feb 18 6750 P BTO 0.30,135,6871.58,2026-02-18,14:37:00,288,Stop Loss,-157.56,-116.71111111111112,1,1006645.36,9865,SPX,EMA-V: puts,2.28,2.28,5.5,25.0,12.26,46.01,74.07,-148.15
2026-02-18,11:10:00,6902.35,1 Feb 18 6850 P STO 1.70 | 1 Feb 18 6750 P BTO 0.30,140,6871.58,2026-02-18,14:37:00,298,Stop Loss,-162.56,-116.11428571428571,1,1006482.8,9860,SPX,EMA-V: puts,2.28,2.28,5.667,25.0,12.26,46.87,75.0,-139.29
2026-02-18,11:01:00,6903.93,1 Feb 18 6850 P STO 1.85 | 1 Feb 18 6750 P BTO 0.30,155,6871.58,2026-02-18,14:37:00,328,Stop Loss,-177.56,-114.55483870967744,1,1006305.24,9845,SPX,EMA-V: puts,2.28,2.28,6.167,25.0,12.26,48.45,77.42,-116.13
2026-02-18,10:52:00,6901.02,1 Feb 18 6840 P STO 1.80 | 1 Feb 18 6740 P BTO 0.30,150,6881.31,2026-02-18,16:00:00,0,Expired,147.72,98.48,1,1006337.08,9850,SPX,EMA-V: puts,2.28,0.0,6.0,1.0,12.26,45.54,100.0,-76.67
2026-02-18,10:43:00,6900.22,1 Feb 18 6835 P STO 1.80 | 1 Feb 18 6735 P BTO 0.30,150,6881.31,2026-02-18,16:00:00,0,Expired,147.72,98.48,1,1006484.8,9850,SPX,EMA-V: puts,2.28,0.0,6.0,1.0,12.26,44.74,100.0,-30.0
2026-02-18,10:34:00,6893.12,1 Feb 18 6815 P STO 1.85 | 1 Feb 18 6715 P BTO 0.35,150,6881.31,2026-02-18,16:00:00,0,Expired,147.72,98.48,1,1006632.52,9850,SPX,EMA-V: puts,2.28,0.0,5.286,1.0,12.26,37.64,100.0,-3.33
2026-02-18,10:25:00,6895.51,1 Feb 18 6810 P STO 1.75 | 1 Feb 18 6710 P BTO 0.35,140,6881.31,2026-02-18,16:00:00,0,Expired,137.72,98.37142857142857,1,1006770.24,9860,SPX,EMA-V: puts,2.28,0.0,5.0,1.0,12.26,40.03,100.0,0.0
2026-02-18,10:16:00,6897.58,1 Feb 18 6810 P STO 1.75 | 1 Feb 18 6710 P BTO 0.35,140,6881.31,2026-02-18,16:00:00,0,Expired,137.72,98.37142857142857,1,1006907.96,9860,SPX,EMA-V: puts,2.28,0.0,5.0,1.0,12.26,42.1,100.0,0.0
2026-02-18,10:07:00,6895.76,1 Feb 18 6805 P STO 1.85 | 1 Feb 18 6705 P BTO 0.30,155,6881.31,2026-02-18,16:00:00,0,Expired,152.72,98.52903225806452,1,1007060.68,9845,SPX,EMA-V: puts,2.28,0.0,6.167,1.0,12.26,40.28,100.0,-3.23
2026-02-18,09:58:00,6877.75,1 Feb 18 6780 P STO 1.70 | 1 Feb 18 6680 P BTO 0.25,145,6881.31,2026-02-18,16:00:00,0,Expired,142.72,98.42758620689656,1,1007203.4,9855,SPX,EMA-V: puts,2.28,0.0,6.8,1.0,12.26,22.27,100.0,0.0
2026-02-17,14:55:00,6857.37,1 Feb 17 6840 P STO 1.85 | 1 Feb 17 6740 P BTO 0.10,175,6846.03,2026-02-17,15:25:00,368,Stop Loss,-197.56,-112.89142857142858,1,1006393.32,9825,SPX,EMA-V: puts,2.28,2.28,18.5,60.0,-16.31,37.51,11.43,-100.0
2026-02-17,14:46:00,6863.84,1 Feb 17 6845 P STO 1.75 | 1 Feb 17 6745 P BTO 0.10,165,6854.35,2026-02-17,14:53:00,348,Stop Loss,-187.56,-113.67272727272729,1,1006778.44,9835,SPX,EMA-V: puts,2.28,2.28,17.5,36.5,-16.31,43.98,6.06,-139.39
2026-02-17,14:37:00,6866.09,1 Feb 17 6845 P STO 1.75 | 1 Feb 17 6745 P BTO 0.10,165,6854.35,2026-02-17,14:53:00,348,Stop Loss,-187.56,-113.67272727272729,1,1006590.88,9835,SPX,EMA-V: puts,2.28,2.28,17.5,36.5,-16.31,46.23,12.12,-139.39
2026-02-17,14:28:00,6861.64,1 Feb 17 6835 P STO 1.55 | 1 Feb 17 6735 P BTO 0.10,145,6841.94,2026-02-17,15:32:00,308,Stop Loss,-167.56,-115.55862068965516,1,1006225.76,9855,SPX,EMA-V: puts,2.28,2.28,15.5,54.0,-16.31,41.78,51.72,-189.66
2026-02-17,14:19:00,6859.1,1 Feb 17 6830 P STO 1.60 | 1 Feb 17 6730 P BTO 0.10,150,6843.22,2026-02-17,16:00:00,0,Expired,147.72,98.48,1,1006373.48,9850,SPX,EMA-V: puts,2.28,0.0,16.0,1.0,-16.31,39.24,100.0,-23.33
2026-02-17,14:10:00,6857.95,1 Feb 17 6830 P STO 2.00 | 1 Feb 17 6730 P BTO 0.15,185,6843.22,2026-02-17,16:00:00,0,Expired,182.72,98.76756756756755,1,1006556.2,9815,SPX,EMA-V: puts,2.28,0.0,13.333,1.0,-16.31,38.09,100.0,-2.7
2026-02-17,14:01:00,6858.26,1 Feb 17 6825 P STO 1.80 | 1 Feb 17 6725 P BTO 0.10,170,6843.22,2026-02-17,16:00:00,0,Expired,167.72,98.65882352941176,1,1006723.92,9830,SPX,EMA-V: puts,2.28,0.0,18.0,1.0,-16.31,38.4,100.0,-2.94
2026-02-17,13:52:00,6858.38,1 Feb 17 6825 P STO 1.95 | 1 Feb 17 6725 P BTO 0.10,185,6843.22,2026-02-17,16:00:00,0,Expired,182.72,98.76756756756755,1,1006906.64,9815,SPX,EMA-V: puts,2.28,0.0,19.5,1.0,-16.31,38.52,100.0,0.0
2026-02-17,13:43:00,6854.59,1 Feb 17 6815 P STO 1.70 | 1 Feb 17 6715 P BTO 0.10,160,6843.22,2026-02-17,16:00:00,0,Expired,157.72,98.575,1,1007394.8,9840,SPX,EMA-V: puts,2.28,0.0,17.0,1.0,-16.31,34.73,100.0,-6.25
2026-02-17,13:34:00,6845.55,1 Feb 17 6805 P STO 1.85 | 1 Feb 17 6705 P BTO 0.10,175,6843.22,2026-02-17,16:00:00,0,Expired,172.72,98.69714285714286,1,1007237.08,9825,SPX,EMA-V: puts,2.28,0.0,18.5,1.0,-16.31,25.69,100.0,-20.0
2026-02-17,13:25:00,6838.56,1 Feb 17 6795 P STO 1.95 | 1 Feb 17 6695 P BTO 0.10,185,6843.22,2026-02-17,16:00:00,0,Expired,182.72,98.76756756756755,1,1007740.24,9815,SPX,EMA-V: puts,2.28,0.0,19.5,1.0,-16.31,18.7,100.0,-24.32
2026-02-17,12:40:00,6834.28,1 Feb 17 6780 P STO 1.90 | 1 Feb 17 6680 P BTO 0.20,170,6818.78,2026-02-17,12:45:00,358,Stop Loss,-192.56,-113.27058823529411,1,1007523.68,9830,SPX,EMA-V: puts,2.28,2.28,9.5,15.0,-16.31,14.42,0.0,-108.82
2026-02-17,12:13:00,6828.53,1 Feb 17 6765 P STO 1.80 | 1 Feb 17 6665 P BTO 0.20,160,6843.22,2026-02-17,16:00:00,0,Expired,157.72,98.575,1,1007064.36,9840,SPX,EMA-V: puts,2.28,0.0,9.0,1.0,-16.31,8.67,100.0,-68.75
2026-02-17,12:04:00,6836.9,1 Feb 17 6775 P STO 1.80 | 1 Feb 17 6675 P BTO 0.20,160,6815.06,2026-02-17,12:46:00,338,Stop Loss,-182.56,-114.1,1,1007148.56,9840,SPX,EMA-V: puts,2.28,2.28,9.0,15.4,-16.31,17.04,28.12,-162.5
2026-02-17,11:55:00,6842.22,1 Feb 17 6780 P STO 1.90 | 1 Feb 17 6680 P BTO 0.20,170,6818.78,2026-02-17,12:45:00,358,Stop Loss,-192.56,-113.27058823529411,1,1007331.12,9830,SPX,EMA-V: puts,2.28,2.28,9.5,15.0,-16.31,22.36,20.59,-108.82
2026-02-17,11:46:00,6835.65,1 Feb 17 6765 P STO 1.80 | 1 Feb 17 6665 P BTO 0.15,165,6843.22,2026-02-17,16:00:00,0,Expired,162.72,98.6181818181818,1,1007557.52,9835,SPX,EMA-V: puts,2.28,0.0,12.0,1.0,-16.31,15.79,100.0,-63.64
2026-02-17,11:37:00,6844.16,1 Feb 17 6770 P STO 1.75 | 1 Feb 17 6670 P BTO 0.15,160,6815.06,2026-02-17,12:46:00,338,Stop Loss,-182.56,-114.1,1,1006966.0,9840,SPX,EMA-V: puts,2.28,2.28,11.667,13.0,-16.31,24.3,40.62,-118.75
2026-02-17,11:28:00,6843.39,1 Feb 17 6760 P STO 1.65 | 1 Feb 17 6660 P BTO 0.20,145,6843.22,2026-02-17,16:00:00,0,Expired,142.72,98.42758620689656,1,1008050.68,9855,SPX,EMA-V: puts,2.28,0.0,8.25,1.0,-16.31,23.53,100.0,-75.86
2026-02-17,11:19:00,6842.12,1 Feb 17 6760 P STO 1.80 | 1 Feb 17 6660 P BTO 0.20,160,6843.22,2026-02-17,16:00:00,0,Expired,157.72,98.575,1,1008208.4,9840,SPX,EMA-V: puts,2.28,0.0,9.0,1.0,-16.31,22.26,100.0,-59.38
2026-02-17,11:10:00,6828.89,1 Feb 17 6750 P STO 1.90 | 1 Feb 17 6650 P BTO 0.20,170,6843.22,2026-02-17,16:00:00,0,Expired,167.72,98.65882352941176,1,1007907.96,9830,SPX,EMA-V: puts,2.28,0.0,9.5,1.0,-16.31,9.03,100.0,-8.82
2026-02-17,10:43:00,6778.84,1 Feb 17 6850 C STO 1.90 | 1 Feb 17 6950 C BTO 0.10,180,6813.57,2026-02-17,11:02:00,375,Stop Loss,-199.56,-110.86666666666667,1,1008464.48,9820,SPX,EMA-V:  calls,2.28,2.28,19.0,45.5,-16.31,-41.02,2.78,-155.56
2026-02-17,10:34:00,6779.47,1 Feb 17 6855 C STO 1.85 | 1 Feb 17 6955 C BTO 0.10,175,6813.57,2026-02-17,11:02:00,365,Stop Loss,-194.56,-111.17714285714288,1,1008269.92,9825,SPX,EMA-V:  calls,2.28,2.28,18.5,71.0,-16.31,-40.39,22.86,-111.43
2026-02-17,10:25:00,6796.28,1 Feb 17 6870 C STO 1.60 | 1 Feb 17 6970 C BTO 0.05,155,6827.34,2026-02-17,11:09:00,325,Stop Loss,-174.56,-112.61935483870968,1,1008095.36,9845,SPX,EMA-V:  calls,2.28,2.28,32.0,63.0,-16.31,-23.58,54.84,-106.45
2026-02-17,10:16:00,6788.58,1 Feb 17 6865 C STO 1.85 | 1 Feb 17 6965 C BTO 0.10,175,6814.09,2026-02-17,10:20:00,365,Stop Loss,-194.56,-111.17714285714288,1,1008664.04,9825,SPX,EMA-V:  calls,2.28,2.28,18.5,40.5,-16.31,-31.28,0.0,-140.0
2026-02-17,10:07:00,6795.03,1 Feb 17 6870 C STO 1.85 | 1 Feb 17 6970 C BTO 0.10,175,6835.43,2026-02-17,11:12:00,365,Stop Loss,-194.56,-111.17714285714288,1,1007900.8,9825,SPX,EMA-V:  calls,2.28,2.28,18.5,81.0,-16.31,-24.83,60.0,-140.0
2026-02-17,09:58:00,6792.04,1 Feb 17 6875 C STO 1.75 | 1 Feb 17 6975 C BTO 0.10,165,6835.86,2026-02-17,11:13:00,345,Stop Loss,-184.56,-111.85454545454544,1,1007716.24,9835,SPX,EMA-V:  calls,2.28,2.28,17.5,63.0,-16.31,-27.82,66.67,-118.18
2026-02-13,15:49:00,6827.23,1 Feb 13 6835 C STO 1.95 | 1 Feb 13 6935 C BTO 0.05,190,6836.17,2026-02-13,16:00:00,117,Expired,70.72,37.22105263157895,1,1007152.96,9810,SPX,EMA-V:  calls,2.28,0.0,39.0,23.0,1.51,-7.04,86.84,-55.26
2026-02-13,15:40:00,6822.51,1 Feb 13 6835 C STO 1.95 | 1 Feb 13 6935 C BTO 0.05,190,6836.17,2026-02-13,16:00:00,117,Expired,70.72,37.22105263157895,1,1007884.56,9810,SPX,EMA-V:  calls,2.28,0.0,39.0,23.0,1.51,-11.76,86.84,-55.26
2026-02-13,15:31:00,6825.0,1 Feb 13 6845 C STO 1.35 | 1 Feb 13 6945 C BTO 0.05,130,6836.17,2026-02-13,16:00:00,0,Expired,127.72,98.24615384615385,1,1008012.28,9870,SPX,EMA-V:  calls,2.28,0.0,27.0,1.0,1.51,-9.27,100.0,-11.54
2026-02-13,15:22:00,6841.64,1 Feb 13 6860 C STO 1.40 | 1 Feb 13 6960 C BTO 0.05,135,6836.17,2026-02-13,16:00:00,0,Expired,132.72,98.31111111111112,1,1007285.68,9865,SPX,EMA-V:  calls,2.28,0.0,28.0,1.0,1.51,7.37,100.0,0.0
2026-02-13,15:13:00,6845.37,1 Feb 13 6865 C STO 1.55 | 1 Feb 13 6965 C BTO 0.05,150,6836.17,2026-02-13,16:00:00,0,Expired,147.72,98.48,1,1007616.12,9850,SPX,EMA-V:  calls,2.28,0.0,31.0,1.0,1.51,11.1,100.0,0.0
2026-02-13,15:04:00,6848.57,1 Feb 13 6865 C STO 2.05 | 1 Feb 13 6965 C BTO 0.05,200,6836.17,2026-02-13,16:00:00,0,Expired,197.72,98.86,1,1007813.84,9800,SPX,EMA-V:  calls,2.28,0.0,41.0,1.0,1.51,14.3,100.0,-17.5
2026-02-13,14:55:00,6851.55,1 Feb 13 6870 C STO 1.90 | 1 Feb 13 6970 C BTO 0.05,185,6836.17,2026-02-13,16:00:00,0,Expired,182.72,98.76756756756755,1,1007468.4,9815,SPX,EMA-V:  calls,2.28,0.0,38.0,1.0,1.51,17.28,100.0,-2.7
2026-02-13,13:43:00,6868.67,1 Feb 13 6825 P STO 1.65 | 1 Feb 13 6725 P BTO 0.25,140,6844.14,2026-02-13,14:59:00,298,Stop Loss,-162.56,-116.11428571428571,1,1007955.04,9860,SPX,EMA-V: puts,2.28,2.28,6.6,40.0,1.51,34.4,67.86,-217.86
2026-02-13,13:34:00,6877.08,1 Feb 13 6840 P STO 1.85 | 1 Feb 13 6740 P BTO 0.25,160,6863.93,2026-02-13,13:53:00,338,Stop Loss,-182.56,-114.1,1,1008295.16,9840,SPX,EMA-V: puts,2.28,2.28,7.4,12.333,1.51,42.81,3.12,-115.62
2026-02-13,13:25:00,6878.0,1 Feb 13 6835 P STO 1.75 | 1 Feb 13 6735 P BTO 0.20,155,6853.4,2026-02-13,14:42:00,328,Stop Loss,-177.56,-114.55483870967744,1,1008117.6,9845,SPX,EMA-V: puts,2.28,2.28,8.75,25.667,1.51,43.73,48.39,-170.97
2026-02-13,12:58:00,6870.21,1 Feb 13 6815 P STO 1.85 | 1 Feb 13 6715 P BTO 0.30,155,6842.84,2026-02-13,15:00:00,328,Stop Loss,-177.56,-114.55483870967744,1,1007777.48,9845,SPX,EMA-V: puts,2.28,2.28,6.167,28.5,1.51,35.94,80.65,-103.23
2026-02-13,12:49:00,6877.57,1 Feb 13 6825 P STO 1.75 | 1 Feb 13 6725 P BTO 0.30,145,6865.29,2026-02-13,13:03:00,308,Stop Loss,-167.56,-115.55862068965516,1,1008650.28,9855,SPX,EMA-V: puts,2.28,2.28,5.833,8.571,1.51,43.3,6.9,-100.0
2026-02-13,12:40:00,6878.7,1 Feb 13 6825 P STO 1.80 | 1 Feb 13 6725 P BTO 0.30,150,6865.73,2026-02-13,13:04:00,318,Stop Loss,-172.56,-115.04,1,1008477.72,9850,SPX,EMA-V: puts,2.28,2.28,6.0,8.571,1.51,44.43,20.0,-116.67
2026-02-13,12:31:00,6875.04,1 Feb 13 6815 P STO 1.75 | 1 Feb 13 6715 P BTO 0.30,145,6842.84,2026-02-13,15:00:00,308,Stop Loss,-167.56,-115.55862068965516,1,1007609.92,9855,SPX,EMA-V: puts,2.28,2.28,5.833,28.5,1.51,40.77,79.31,-117.24
